rec_num,lfsstat,prov,cma,age_12,sex,marstat,educ,mjh,cowmain,immig,naics_21,noc_10,noc_43,uhrsmain,ahrsmain,utothrs,atothrs,hrsaway,paidot,unpaidot,xtrahrs,tenure,hrlyearn,union,permtemp,estsize,firmsize,efamtype
100908,1,59,0,4,2,1,5,1,2,3,12,7,32,40,40.5,40,40.5,0,0.5,0,0.5,7,23,3,1,1,4,2
100910,1,10,0,7,2,1,6,1,2,3,12,2,8,35,35,35,35,0,0,0,0,227,30.29,3,1,1,1,2
100912,1,59,0,4,2,2,5,1,1,3,17,5,21,40,40,40,40,0,0,0,0,122,46,1,1,2,4,3
100914,1,46,6,6,2,2,6,1,1,3,21,3,10,37.5,43.5,37.5,43.5,0,0,6,6,69,47.18,1,1,3,4,3
100922,1,35,0,10,1,4,4,1,2,3,7,3,13,37.5,30,37.5,30,7.5,0,0,0,95,38.46,3,1,3,3,1
100923,1,35,3,4,1,6,5,1,2,3,14,3,12,40,40,40,40,0,0,0,0,30,36.54,3,1,2,4,1
100924,1,10,0,7,1,6,5,1,1,3,21,7,33,35,41,35,41,0,6,0,6,87,29.5,1,1,1,4,11
100929,1,24,0,6,2,1,5,1,2,3,12,2,7,35,40,35,40,0,0,5,5,231,49.45,3,1,3,4,3
100930,1,47,0,7,1,1,4,1,2,3,19,7,31,40,40,40,40,0,0,0,0,1,18,3,1,1,1,3
100931,1,48,0,9,1,1,4,1,2,3,5,3,13,40,50,40,50,0,10,0,10,131,40,1,1,4,4,2
100933,1,24,2,9,2,4,2,1,2,3,15,7,31,37.5,37.5,37.5,37.5,0,0,0,0,240,24.17,1,1,2,4,1
100943,1,47,0,9,2,6,4,1,1,3,17,4,18,40,44,40,44,0,8,0,8,115,24,1,1,2,4,1
100948,1,10,0,8,2,2,6,1,1,2,14,5,19,40,40,40,40,0,0,0,0,182,72.12,1,1,2,2,2
100957,1,48,7,6,2,5,5,1,2,2,17,5,24,40,40,40,40,0,0,0,0,8,16.73,3,1,1,1,14
100961,1,24,0,8,2,1,1,1,2,3,10,7,33,40,40,40,40,0,0,0,0,12,20,3,1,1,1,4
100962,1,12,0,9,1,1,2,1,1,3,17,4,18,36,36,36,36,0,0,0,0,31,20.6,1,1,3,3,2
100965,1,35,4,2,2,6,2,1,2,3,14,2,8,37.5,37.5,37.5,37.5,0,0,0,0,21,28.72,3,1,1,4,4
100966,1,59,9,3,1,6,5,1,1,2,11,2,5,40,40,40,40,0,0,0,0,28,41.03,3,1,3,4,4
100968,1,35,0,5,1,4,2,1,1,3,5,8,35,40,44,40,44,0,4,0,4,191,51.19,1,1,2,4,1
100970,1,48,0,5,1,1,4,1,2,1,20,8,36,80.5,69,80.5,69,0,34,0,34,12,35,3,1,1,1,3
100974,1,47,0,7,1,1,4,1,1,1,17,4,18,40,24,40,24,16,0,0,0,65,24.84,1,1,3,3,4
100976,1,24,0,8,1,1,5,1,2,2,14,3,11,40,60,40,60,0,0,20,20,240,23.08,3,1,1,1,2
100978,1,13,0,4,1,2,4,1,2,2,14,3,13,37.5,37.5,37.5,37.5,0,0,0,0,63,31.79,1,1,3,4,6
100983,1,35,0,6,1,1,6,1,1,3,17,4,16,37.5,29.5,37.5,29.5,10,0,2,2,40,57,1,1,3,4,3
100987,1,35,5,10,2,3,4,1,2,3,17,4,17,30,21.5,30,21.5,7.5,0,0,0,240,50,3,1,1,1,18
100990,1,35,0,3,1,1,4,1,2,2,11,8,36,30,32,30,32,0,2,0,2,9,45,1,1,2,4,5
100992,1,35,0,5,2,1,4,1,2,1,8,10,42,40,40,40,40,0,0,0,0,1,24,1,1,4,4,3
100993,1,24,1,6,1,6,4,1,2,3,7,10,41,45,65,45,65,0,20,0,20,30,29.91,3,1,2,2,1
100994,1,46,6,11,2,3,1,1,2,3,10,7,31,37.5,40.5,37.5,40.5,0,0,3,3,79,18.65,3,1,1,2,1
100998,1,35,3,3,1,6,5,1,2,3,7,3,12,40,56,40,56,0,12,4,16,18,48.08,3,1,2,2,1
101000,1,24,2,10,1,1,6,1,1,2,16,5,20,37.5,37.5,37.5,37.5,0,0,0,0,31,26,1,1,4,4,18
101001,1,35,0,3,1,2,4,1,2,3,6,8,35,41,41,41,41,0,0,0,0,7,24,3,1,1,1,2
101003,1,35,5,5,1,1,4,1,1,3,21,1,2,35,35,35,35,3,0,3,3,151,96.39,3,1,2,4,2
101004,1,48,0,8,1,1,4,2,2,3,4,7,33,40,48,50,52,0,0,8,8,6,62.5,3,1,4,4,4
101007,1,35,3,7,2,1,5,1,2,3,20,2,6,40,40,40,40,0,0,0,0,32,40.87,1,1,2,2,18
101010,1,24,1,3,1,2,6,1,1,3,21,2,7,35,35,35,35,0,0,0,0,11,32,1,1,4,4,2
101011,1,13,0,6,1,1,4,1,2,3,7,8,36,40,40,40,40,0,0,0,0,169,32,3,1,2,3,2
101022,1,47,0,4,1,6,2,1,2,3,7,8,36,44,60,44,60,0,12,0,12,153,39,1,1,4,4,1
101024,1,10,0,6,1,1,4,2,2,3,9,7,33,40,40,56,56,0,0,0,0,7,20,3,1,1,4,3
101025,1,59,9,9,2,1,4,1,1,2,17,4,16,37.5,37.5,37.5,37.5,0,0,0,0,240,55.5,1,1,2,4,2
101028,1,12,0,2,1,6,4,1,2,3,7,3,13,40,40,40,40,0,0,0,0,3,27,3,3,4,4,4
101029,1,24,2,9,2,5,4,1,2,2,19,7,33,40,40,40,40,0,0,0,0,25,17,3,1,1,1,1
101030,1,46,6,9,2,1,3,1,2,3,8,1,2,40,43.5,40,43.5,1.5,0,5,5,17,45.67,3,1,3,4,8
101033,1,35,3,9,2,2,2,1,2,3,10,4,17,40,32,40,32,8,0,0,0,166,18,1,1,2,4,2
101034,1,46,6,2,1,6,4,1,1,3,21,5,23,40,24,40,24,16,0,0,0,72,25,3,4,2,4,7
101035,1,12,0,4,2,1,4,1,2,3,17,4,17,40,48,40,48,0,0,0,0,79,19,1,1,1,4,2
101037,1,24,0,3,2,6,4,1,1,2,16,5,20,30,30,30,30,0,0,0,0,1,16,3,3,2,2,10
101039,1,47,0,4,2,6,4,1,2,2,17,5,24,40,32,40,32,8,0,0,0,52,16.99,3,1,1,1,1
101040,1,47,0,5,2,1,4,1,2,3,14,2,7,40,32,40,32,8,0,0,0,183,43.27,3,1,2,2,3
101042,1,24,0,3,1,6,4,1,2,3,10,7,32,40,40,40,40,0,0,0,0,71,20,3,1,1,1,1
101043,1,35,5,2,1,6,5,1,2,3,7,3,12,40,40,40,40,0,0,0,0,11,55.29,3,1,2,2,18
101045,1,35,0,4,2,2,5,1,2,3,8,10,41,36,36,36,36,0,0,0,0,15,24,3,1,1,1,2
101049,1,12,0,3,1,2,5,2,2,3,9,7,33,35,35,43,35,0,0,0,0,28,38.46,3,1,1,3,2
101052,1,35,0,3,2,6,2,1,2,3,19,7,34,30,30,30,30,0,0,0,0,18,20,3,1,1,1,4
101053,1,59,9,3,1,6,6,1,2,2,14,3,12,40,38,40,38,0,0,0,0,55,49.52,3,1,2,2,18
101056,1,48,7,8,1,1,1,2,2,2,7,10,42,40,40,65,65,0,0,0,0,240,24,3,1,2,3,4
101060,1,35,0,4,2,2,4,1,1,3,17,4,16,40,48,40,48,0,8,0,8,96,35.97,1,1,4,4,2
101061,1,24,0,10,2,1,3,1,1,3,21,2,8,32.5,30.5,32.5,30.5,3,0,1,1,132,47.34,3,1,2,3,4
101062,1,48,8,5,2,6,5,1,2,3,11,3,12,40,50,40,50,0,0,10,10,183,77.5,3,1,3,4,1
101063,1,35,0,3,2,1,5,1,2,3,14,2,5,40,40,40,40,0,0,0,0,12,42.07,3,1,2,2,2
101070,1,35,4,6,2,1,6,1,2,2,12,1,2,40,40,40,40,0,0,0,0,88,38.75,3,1,3,3,2
101072,1,47,0,2,1,2,4,1,2,3,13,8,36,40,40,40,40,0,0,0,0,13,18,3,1,1,1,2
101075,1,35,0,4,2,6,2,1,2,3,19,8,38,32,45,32,45,0,0,0,0,11,17.5,1,1,3,4,13
101076,1,59,9,5,1,6,4,1,2,3,6,8,35,32,32,32,32,0,0,0,0,13,25,3,1,1,1,1
101086,1,35,4,4,2,2,4,1,1,1,17,2,9,37.5,37.5,37.5,37.5,0,0,0,0,159,26.85,1,1,3,4,2
101088,1,59,0,11,1,1,5,1,2,3,6,1,4,40,50,40,50,0,0,10,10,95,69.71,3,1,2,2,2
101090,1,59,9,3,1,1,4,1,2,3,15,7,33,40,40,40,40,0,0,0,0,20,16.75,3,1,1,1,2
101092,1,48,0,5,2,2,6,1,1,3,16,1,2,40,62,40,62,0,0,22,22,56,51.44,1,1,2,4,2
101093,1,24,1,6,1,2,4,1,2,3,9,8,36,40,48,40,48,0,8,0,8,46,35,1,1,2,4,3
101095,1,12,0,9,1,6,2,1,2,3,10,7,33,40,40,40,40,0,0,0,0,223,14,3,1,1,2,1
101098,1,10,0,5,1,1,4,1,2,3,4,8,35,60,80,60,80,0,0,0,0,82,100,3,1,3,3,2
101103,1,35,5,2,1,1,5,1,2,3,8,10,42,40,40,40,40,0,0,0,0,12,23.75,3,3,4,4,1
101109,1,24,2,9,2,2,4,1,1,3,16,2,8,40,40,40,40,0,0,0,0,240,31.25,1,1,3,3,8
101113,1,59,0,5,1,1,4,1,2,2,20,3,13,40,40,40,40,0,0,0,0,40,27.5,3,1,2,2,2
101115,1,48,0,7,2,1,2,1,2,3,19,7,33,35,35,35,35,0,0,0,0,240,19,3,1,2,2,2
101119,1,48,8,5,1,1,5,1,2,3,12,7,32,35,14,35,14,21,0,0,0,135,96.15,3,1,2,4,3
101122,1,47,0,8,2,1,4,1,2,3,10,2,9,40,40,40,40,0,0,0,0,8,18.25,3,1,2,4,3
101124,1,35,4,6,1,4,4,1,1,3,11,8,35,40,48,40,48,0,8,0,8,147,42.51,1,1,2,4,18
101132,1,35,0,9,1,1,2,1,2,3,9,7,31,40,40,40,40,0,0,0,0,70,44.23,3,1,2,3,2
101134,1,46,6,6,2,1,4,1,1,3,16,2,6,37.5,37.5,37.5,37.5,0,0,0,0,5,31.79,1,1,4,4,3
101136,1,24,2,5,2,6,5,2,1,3,21,2,9,37.5,37.5,45.5,45.5,0,0,0,0,156,35.12,1,1,3,4,14
101138,1,59,0,5,2,2,5,1,2,3,14,3,11,32,32,32,32,0,0,0,0,35,72.12,3,1,3,3,2
101139,1,48,0,5,2,1,4,1,2,3,17,5,24,40,40,40,40,0,0,0,0,14,27.46,3,1,2,2,3
101145,1,35,5,7,2,1,4,1,1,2,17,4,17,40,45,40,45,12,0,0,0,195,35.97,1,1,3,4,4
101147,1,24,1,9,2,6,2,1,2,3,20,7,33,34,34,34,34,0,0,0,0,71,23,3,1,1,2,1
101148,1,35,0,9,2,1,4,1,2,3,17,4,17,41,41,41,41,0,0,0,0,240,45,3,1,1,1,2
101150,1,35,0,7,2,1,6,2,2,1,17,7,34,37.5,37.5,52.5,51.5,0,0,0,0,29,17.5,1,1,2,4,9
101155,1,59,9,3,2,6,1,1,2,3,7,10,43,40,40,40,40,0,0,0,0,5,26,3,1,3,3,1
101156,1,35,4,3,1,6,4,1,1,3,17,4,17,37.5,37.5,37.5,37.5,0,0,0,0,45,40,3,1,4,4,1
101158,1,59,0,8,2,1,6,1,1,3,16,5,20,40,24,40,24,16,0,0,0,240,49.52,1,1,2,3,2
101163,1,13,0,6,1,1,4,1,1,1,17,4,18,40,40,40,40,0,0,0,0,24,21,3,1,2,2,3
101164,1,35,3,8,2,1,5,1,1,3,21,1,2,37.5,34,37.5,34,7.5,0,4,4,240,65.64,1,1,4,4,4
101165,1,59,9,7,1,1,5,2,2,2,15,7,34,40,32,80,71,8,0,0,0,52,29.34,1,1,3,4,1
101166,1,13,0,3,1,6,6,2,1,2,17,4,15,40,40,45,45,0,0,0,0,43,38.46,3,1,2,4,8
101168,1,59,0,10,2,5,5,1,1,3,17,5,21,37.5,38,37.5,38,0,0.5,0,0.5,20,45.03,1,1,2,4,1
101172,1,24,0,3,2,2,4,1,2,3,18,7,33,35,35,35,35,0,0,0,0,3,20,3,1,2,2,2
101175,1,24,0,6,2,6,5,1,2,3,17,5,21,35,35,35,35,0,0,0,0,178,45.11,1,1,2,3,18
101178,1,59,0,5,2,1,2,1,2,3,19,7,31,35,36,35,36,0,0,0,0,21,18.5,3,3,1,4,3
101179,1,13,0,8,2,1,2,1,2,3,20,3,13,35,35,35,35,0,0,0,0,89,26.05,3,1,3,3,2
101180,1,35,0,9,1,1,5,2,2,3,11,8,35,40,36,55,45,0,0,0,0,11,60.1,3,1,1,1,2
101188,1,24,0,7,1,6,4,1,2,3,6,8,35,40,40,40,40,0,0,0,0,32,42,2,1,3,3,1
101189,1,10,0,3,1,6,4,1,2,3,6,8,35,40,40,40,40,0,0,0,0,6,20,3,3,1,1,5
101190,1,47,0,9,1,1,5,1,1,3,21,7,33,40,40,40,40,0,0,0,0,239,24.04,3,1,2,4,3
101192,1,12,0,3,2,6,5,1,1,3,16,5,20,40,40,40,40,0,0,0,0,15,28,1,3,4,4,1
101193,1,48,0,8,2,6,1,1,2,3,10,7,34,30,30,30,30,0,0,0,0,78,15.5,3,1,1,1,1
101195,1,47,0,3,1,1,5,1,2,3,19,1,3,40,45,40,45,0,5,0,5,15,18,3,1,1,4,1
101196,1,47,0,3,2,6,3,1,2,1,17,2,9,40,40,40,40,0,0,0,0,7,18,3,1,2,2,4
101197,1,35,3,3,1,6,5,1,2,3,12,2,5,32,32,32,32,0,0,0,0,6,36.06,3,1,3,4,1
101201,1,35,0,3,2,6,3,1,2,3,17,2,9,36.5,36.5,36.5,36.5,0,0,0,0,31,18.5,3,1,2,2,7
101202,1,35,0,10,1,1,1,1,2,2,7,10,42,40,40,40,40,0,0,0,0,74,18.75,3,1,2,2,4
101203,1,24,1,5,2,2,5,1,1,3,17,4,15,35,35,35,35,0,0,0,0,230,50.39,1,1,3,4,3
101204,1,13,0,9,1,1,2,1,1,3,21,7,34,37.5,37.5,37.5,37.5,0,0,0,0,233,24.17,1,1,4,4,2
101205,1,35,0,3,1,1,2,1,2,3,19,7,31,35,35,35,35,0,0,0,0,31,19.5,3,1,1,2,6
101217,1,47,0,6,2,5,2,1,2,3,14,2,8,30,30,30,30,0,0,0,0,1,28,3,3,1,1,14
101219,1,35,0,10,2,1,4,1,2,3,10,2,5,37.5,37.5,37.5,37.5,0,0,0,0,240,24.5,3,1,1,2,2
101221,1,59,0,9,1,1,4,1,2,3,7,10,42,40,42,40,42,0,2,0,2,235,35,1,1,2,3,4
101225,1,35,4,5,2,6,6,1,2,3,14,2,6,37.5,17.5,37.5,17.5,20,0,0,0,30,33.33,3,1,2,2,1
101228,1,46,0,7,1,2,2,1,2,3,8,10,41,40,44.7,40,44.7,0,4.7,0,4.7,136,23.95,1,1,4,4,6
101230,1,46,6,10,1,1,5,1,1,3,16,7,34,40,40,40,40,0,0,0,0,37,16.36,1,1,2,4,5
101231,1,24,2,4,1,6,2,1,2,2,19,7,33,40,50,40,50,0,10,0,10,22,27.5,3,1,3,4,18
101233,1,35,4,2,1,6,5,2,1,3,11,8,37,40,40,46,46,0,0,0,0,6,28.5,1,1,2,3,3
101234,1,59,9,6,1,1,4,1,2,2,18,6,28,40,80,40,80,0,0,40,40,16,43.27,3,1,1,1,1
101242,1,35,0,10,1,1,4,1,2,2,15,2,6,40,40,40,40,0,0,0,0,3,60,3,1,1,4,2
101244,1,35,0,5,1,2,4,1,2,3,6,8,35,40,40,40,40,0,0,0,0,2,50,1,1,4,4,3
101245,1,35,0,3,1,1,3,1,2,3,6,8,35,44,44,44,44,0,4,0,4,10,55,1,1,3,3,7
101247,1,48,0,10,2,1,4,1,1,3,21,7,31,40,40,40,40,0,0,0,0,189,30,3,1,2,3,2
101249,1,46,0,9,1,1,5,1,2,3,7,1,3,40,32,40,32,8,0,0,0,194,57.69,3,1,2,2,3
101254,1,47,0,6,1,1,2,1,2,3,11,8,36,50,50,50,50,0,0,0,0,106,56.15,1,1,3,4,3
101255,1,24,0,5,2,1,4,1,2,3,9,4,16,40,40,40,40,0,0,0,0,74,43.99,3,1,4,4,3
101256,1,48,0,6,1,6,2,1,2,3,8,8,38,40,40,40,40,0,0,0,0,21,30,1,1,3,4,1
101257,1,35,3,4,1,6,4,1,2,3,19,1,3,40,40,40,40,0,0,0,0,63,32.93,3,1,2,4,1
101260,1,59,0,7,1,1,5,1,2,2,19,7,31,40,40,40,40,0,0,0,0,51,20,3,1,1,1,3
101261,1,48,7,9,2,1,2,1,2,2,8,10,42,35,35,35,35,0,0,0,0,24,20,1,1,3,4,18
101262,1,47,0,7,2,1,4,1,2,3,19,7,34,40,40,40,40,0,0,0,0,50,15,3,1,2,4,2
101263,1,35,4,5,2,2,6,1,2,3,12,7,32,45,45,45,45,0,0,0,0,33,74.79,3,1,2,4,2
101265,1,35,0,10,1,6,2,1,2,2,7,10,42,40,40,40,40,0,0,0,0,162,22.35,3,1,3,4,18
101267,1,24,0,2,2,2,5,1,2,3,17,3,11,37.5,37.5,37.5,37.5,0,0,0,0,7,27.69,3,1,1,4,2
101270,1,47,0,6,2,1,5,1,2,1,20,2,5,40,40,40,40,0,0,0,0,19,17,3,1,1,1,3
101271,1,24,0,10,2,2,4,1,2,3,17,2,8,36,29,36,29,7,0,0,0,152,24.06,3,1,2,2,2
101276,1,24,0,9,1,2,4,1,1,3,21,5,21,35,35,35,35,0,0,0,0,240,33,1,1,1,4,2
101287,1,48,0,10,2,1,4,1,2,3,20,2,8,35,38,35,38,0,0,3,3,39,16.4,3,1,1,1,2
101295,1,35,4,11,1,1,4,1,2,3,9,7,31,40,40,40,40,0,0,0,0,35,31.25,3,1,1,1,5
101299,1,59,9,9,2,1,4,1,2,3,12,1,2,35,35,35,35,0,0,0,0,240,49.45,3,1,2,4,4
101300,1,59,9,10,2,1,4,1,2,3,9,7,31,40,40,40,40,0,0,0,0,240,47.6,3,1,1,1,2
101304,1,24,0,9,1,4,1,1,1,3,6,8,36,37.5,37.5,37.5,37.5,0,0,0,0,21,25.87,1,3,1,4,1
101305,1,47,0,6,1,6,4,1,2,3,6,8,35,40,60,40,60,0,20,0,20,46,54.15,1,1,2,4,1
101307,1,12,0,4,2,6,5,1,1,3,17,4,16,78.7,45,78.7,45,0,45,0,45,12,39.76,1,1,4,4,1
101314,1,48,8,10,1,6,6,1,1,3,21,7,33,39,39,39,39,39,0,0,0,61,29.25,1,1,4,4,1
101316,1,59,0,10,1,1,2,1,2,3,4,9,39,48,36,48,36,0,0,0,0,190,49.98,1,1,4,4,2
101319,1,24,0,6,1,2,4,1,1,3,21,5,22,35,55,35,55,0,20,0,20,34,35.37,1,1,2,4,2
101320,1,35,4,8,1,1,6,1,2,2,10,1,3,40,40,40,40,0,0,0,0,44,62.5,3,1,3,4,3
101324,1,24,2,7,2,1,5,1,1,3,17,5,22,35,35,35,35,0,0,0,0,3,47.98,1,1,4,4,3
101325,1,46,6,9,2,1,6,1,2,3,20,7,32,40,40,40,40,0,0,0,0,83,20.1,3,1,1,1,3
101326,1,47,0,3,1,6,5,1,1,3,17,4,17,35,48,35,48,0,12,0,12,23,40.19,1,1,4,4,1
101327,1,24,0,4,1,2,5,1,2,3,7,3,12,39,44,39,44,0,0,5,5,75,43.89,3,1,2,2,2
101330,1,35,3,9,2,1,2,1,2,3,20,7,32,35,30,35,30,1,0,0,0,79,17.14,3,1,1,1,8
101334,1,48,8,3,1,6,4,1,2,3,4,3,13,40,40,40,40,0,0,0,0,113,61.16,1,1,4,4,1
101336,1,35,0,9,2,1,4,1,2,3,17,4,17,32,24,32,24,8,0,0,0,79,20,3,1,1,1,2
101339,1,35,0,6,2,4,5,1,2,3,10,1,3,40,46,40,46,0,0,6,6,119,27.4,3,1,1,4,14
101344,1,24,0,5,2,2,5,1,1,3,16,5,20,32,32,32,32,0,0,0,0,175,52.88,1,1,2,4,3
101347,1,47,0,7,2,1,5,1,1,3,12,1,2,37.5,38.5,37.5,38.5,1,0,2,2,144,58.46,3,1,3,4,3
101349,1,48,0,3,1,6,4,1,1,3,21,9,40,37,24,37,24,0,0,0,0,24,23.8,1,2,2,4,4
101351,1,12,0,4,2,6,3,1,2,3,9,2,8,40,40,40,40,0,0,0,0,109,21.63,3,1,4,4,2
101353,1,59,0,8,1,1,2,1,2,3,13,2,8,40,47,40,47,0,0,7,7,18,37.5,3,1,1,3,2
101354,1,24,0,5,2,2,4,1,2,3,1,9,40,35,35,35,35,0,0,0,0,11,24.11,3,1,4,4,3
101355,1,35,0,10,2,1,2,1,2,3,7,10,42,40,32,40,32,8,0,0,0,240,20,3,1,3,4,8
101357,1,35,0,4,1,6,4,1,1,3,21,5,25,40,44,40,44,0,4,0,4,69,50.75,1,3,3,4,1
101358,1,35,4,9,2,1,4,1,1,2,16,2,7,37.5,37.5,37.5,37.5,0,0,0,0,101,41.03,3,1,3,3,8
101365,1,46,6,6,1,1,4,1,2,3,9,8,36,40,50,40,50,0,10,0,10,204,30,1,1,3,4,3
101366,1,48,7,4,1,1,5,1,2,3,14,3,11,40,40,40,40,0,0,0,0,26,17.31,3,1,4,4,6
101368,1,24,2,4,2,6,4,1,2,3,14,3,13,37.5,37.5,37.5,37.5,0,0,0,0,1,32.93,3,1,3,3,1
101369,1,12,0,6,2,1,4,1,2,3,9,2,7,35,35,35,35,0,0,0,0,240,34.07,3,1,2,4,3
101376,1,35,0,7,2,1,4,1,2,2,20,7,33,37.5,37.5,37.5,37.5,0,0,0,0,61,29.74,3,1,1,3,14
101377,1,59,0,2,1,6,2,1,2,3,20,7,34,40,40,40,40,0,0,0,0,13,25,3,1,2,3,4
101378,1,24,0,10,2,6,2,1,1,3,21,7,33,37.5,37.5,37.5,37.5,0,0,0,0,108,30.05,1,1,3,4,1
101382,1,48,0,5,1,2,5,1,1,3,21,3,11,36.3,40.3,36.3,40.3,0,0,0,0,14,45.35,1,1,2,4,3
101387,1,24,1,3,1,2,6,1,2,3,8,3,12,40,40,40,40,0,0,0,0,15,28,3,1,4,4,2
101392,1,24,0,10,2,1,6,2,1,3,16,4,15,40,0,50,10,40,0,0,0,187,29.67,3,1,1,4,2
101397,1,46,6,7,2,2,6,1,1,3,21,1,2,37.5,49.5,37.5,49.5,0,0,12,12,236,87.18,3,1,4,4,3
101398,1,35,0,9,1,6,2,1,2,3,10,7,34,40,40,40,40,0,0,0,0,226,20,1,1,3,3,1
101400,1,24,0,3,2,2,4,1,1,3,17,3,13,35,35,35,35,0,0,0,0,49,28.5,1,4,4,4,2
101404,1,24,0,6,1,6,4,1,2,3,6,8,35,40,56,40,56,0,16,0,16,19,52,1,1,2,3,1
101406,1,59,0,11,1,2,1,1,2,3,7,10,43,40,40,40,40,0,0,0,0,240,35,1,1,3,4,2
101407,1,59,0,6,2,1,2,1,2,2,13,2,8,40,40,40,40,0,0,0,0,19,22,3,1,2,3,3
101411,1,46,0,1,1,6,1,1,2,3,20,8,35,40,45,40,45,0,5,0,5,20,22,3,1,2,2,1
101418,1,24,1,3,1,2,4,1,2,3,19,7,31,40,40,40,40,0,0,0,0,29,25,3,1,1,1,3
101422,1,11,0,4,1,1,5,1,1,3,17,2,9,40,46,40,46,0,6,0,6,57,24,1,1,4,4,5
101423,1,59,9,10,1,1,2,1,2,3,7,1,4,38.5,38.5,38.5,38.5,0,0,0,0,240,62.11,1,1,2,2,5
101424,1,46,6,7,2,2,5,1,1,3,18,6,27,40,32,40,32,8,0,0,0,225,28,1,1,1,4,2
101426,1,13,0,9,1,1,4,1,2,2,11,8,35,45,45,45,45,0,0,0,0,55,22.05,3,1,2,3,2
101429,1,35,0,9,2,1,4,1,2,3,15,2,7,45,47,45,47,0,0,2,2,157,22.78,3,1,1,2,2
101434,1,13,0,7,2,1,5,1,1,3,17,4,16,45,45,45,45,0,0,0,0,119,46,1,1,4,4,3
101439,1,59,0,4,2,1,5,1,1,3,17,4,16,32,8,32,8,24,0,0,0,83,51.14,1,1,4,4,3
101440,1,10,0,6,2,1,6,1,1,3,16,5,20,40,43,40,43,0,0,3,3,235,49.2,2,1,2,4,3
101445,1,35,0,8,2,1,5,1,2,3,20,2,9,40,46,40,46,0,0,6,6,204,31.25,1,1,3,3,2
101447,1,35,0,9,2,1,4,1,2,1,9,2,9,30,32,30,32,0,0,0,0,23,19,3,1,1,1,15
101450,1,13,0,5,2,1,5,1,1,3,21,2,6,37.5,37.5,37.5,37.5,0,0,0,0,36,49.03,2,1,2,4,3
101451,1,24,2,3,2,2,4,1,2,3,10,7,33,40,40,40,40,0,0,0,0,15,17,3,1,1,1,2
101453,1,24,2,10,1,1,5,1,2,2,14,3,10,37.5,42.5,37.5,42.5,0,0,5,5,229,56.41,3,1,3,4,4
101454,1,59,0,5,1,1,2,1,2,3,19,1,3,40,43,40,43,0,3,0,3,227,28.85,3,1,1,3,2
101457,1,10,0,9,1,1,4,1,2,1,8,10,41,40,52,40,52,0,12,0,12,240,67.31,1,1,4,4,2
101461,1,59,9,7,1,6,4,2,2,2,11,8,37,40,40,46,46,0,0,0,0,240,28,1,1,3,4,15
101463,1,48,0,7,2,1,5,1,2,3,17,1,2,37.5,47.5,37.5,47.5,0,0,10,10,240,49.23,3,1,1,1,3
101468,1,35,0,6,1,6,3,1,2,3,7,8,35,40,40,40,40,0,0,0,0,53,26,3,1,2,2,18
101477,1,47,0,5,2,1,6,1,2,1,14,3,13,40,40,40,40,0,0,0,0,1,16,3,2,2,3,9
101478,1,35,0,2,2,2,4,1,2,3,12,2,7,37.5,37.5,37.5,37.5,0,0,0,0,7,21.03,3,1,3,4,2
101485,1,59,0,5,2,1,3,1,2,3,12,3,13,38.5,38.5,38.5,38.5,0,0,0,0,91,34.47,3,1,1,3,3
101489,1,48,7,4,2,1,4,2,2,3,17,2,8,30,30,46,46,0,0,0,0,27,18,3,1,1,1,8
101493,1,24,2,3,1,6,5,1,2,2,11,3,11,40,40,40,40,0,0,0,0,32,34.13,3,1,4,4,7
101499,1,35,0,4,1,2,6,1,2,3,14,1,1,40,50,40,50,0,0,0,0,24,168.27,3,1,1,2,3
101501,1,24,0,3,1,6,3,1,1,3,16,2,8,35,35,35,35,0,0,0,0,7,23.65,1,1,2,4,18
101505,1,24,1,4,1,6,6,1,1,3,16,5,20,35,35,35,35,0,0,0,0,87,29.7,1,1,4,4,11
101507,1,11,0,4,1,1,5,2,1,3,17,1,2,37.5,49.5,57.5,69.5,0,0,12,12,36,46,2,1,4,4,2
101508,1,59,9,6,1,1,4,1,2,3,20,8,35,40,40,40,40,0,0,0,0,8,38,3,1,3,3,3
101509,1,35,0,6,2,1,5,1,1,3,16,5,20,37.5,49.5,37.5,49.5,0,0,12,12,139,41.54,1,3,2,4,2
101513,1,35,0,7,1,2,5,1,1,3,17,5,21,40,36,40,36,7,3,0,3,233,42.79,1,1,3,3,3
101514,1,47,0,4,1,6,4,1,2,3,12,7,32,37.5,37.5,37.5,37.5,0,0,0,0,104,35,3,1,1,4,18
101517,1,13,0,6,2,1,6,1,1,2,17,1,2,40,50,40,50,0,0,10,10,167,51.92,3,1,4,4,3
101519,1,47,0,9,1,1,5,1,2,2,1,9,40,40,40,40,40,0,0,0,0,13,24,3,1,1,3,3
101521,1,13,0,6,1,1,6,1,2,3,1,9,40,40,40,40,40,0,0,0,0,12,38.46,3,1,3,4,6
101522,1,35,0,4,1,6,4,1,2,1,8,10,42,40,40,40,40,40,0,0,0,51,23,3,1,2,4,1
101526,1,46,0,8,1,1,5,1,1,3,16,5,20,40,60,40,60,0,0,20,20,44,44.23,1,1,2,4,3
101528,1,12,0,5,1,6,2,1,2,3,10,2,9,40,40,40,40,0,0,0,0,240,33.65,3,1,1,4,1
101529,1,59,0,10,2,1,4,1,1,3,17,1,2,37.5,37.5,37.5,37.5,0,0,0,0,74,45,1,1,3,4,2
